 ADC1	 ADC2	 ADC3	 ADC4	 F1	 F2	 F3	 F4	 KE1	 KE2	 KE3	 KE4	 W1	 W2	 W3	 W4	N: Peptides	T: Protein IDs	T: Majority protein IDs	T: Fasta headers
24.7641	25.2009	24.2423	24.9436	24.2635	24.6488	25.072	24.3772	22.3041	22.8308	23.6093	24.2768	25.2821	24.6055	24.9554	25.9283	7	tr|A0QVD7|A0QVD7_MYCS2	tr|A0QVD7|A0QVD7_MYCS2	tr|A0QVD7|A0QVD7_MYCS2 MarR-family protein transcriptional regulator OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2538 PE=4 SV=1
24.9113	22.3866	23.3397	21.9866	22.7549	23.8444	22.8652	24.0494	24.0655	24.2288	24.025	24.1763	22.7775	23.1867	21.3885	23.7104	5	tr|A0QVD8|A0QVD8_MYCS2	tr|A0QVD8|A0QVD8_MYCS2	tr|A0QVD8|A0QVD8_MYCS2 Thiopurine S-methyltransferase (Tpmt) superfamily protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2539 PE=4 SV=1
21.8265	22.8273	23.2249	23.6702	22.4706	22.7646	23.79	23.2234	23.8988	23.4419	23.1337	25.2103	21.7728	22.0272	20.8687	24.6335	1	tr|A0QVE3|A0QVE3_MYCS2	tr|A0QVE3|A0QVE3_MYCS2	tr|A0QVE3|A0QVE3_MYCS2 Transcriptional regulator, LysR family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2544 PE=3 SV=1
26.9542	26.8413	26.8023	26.7411	26.9094	26.9552	26.969	26.8445	26.2153	26.9124	23.493	24.6933	27.239	27.1304	27.0886	26.8753	10	tr|A0QVE5|A0QVE5_MYCS2	tr|A0QVE5|A0QVE5_MYCS2	tr|A0QVE5|A0QVE5_MYCS2 Transcriptional Regulator, GntR family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2546 PE=4 SV=1
25.4427	25.7885	25.5588	25.0029	24.878	23.2883	23.9888	25.4031	26.3118	26.6497	25.9023	25.3624	25.5676	25.3326	25.4007	24.78	9	tr|A0QVE9|A0QVE9_MYCS2	tr|A0QVE9|A0QVE9_MYCS2	tr|A0QVE9|A0QVE9_MYCS2 Glyoxylate reductase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2550 PE=3 SV=1
22.7242	22.1391	23.088	22.4212	22.817	23.6208	24.2168	24.1684	23.9159	24.5705	24.1546	24.9495	23.1758	22.3871	22.9235	22.9772	4	tr|A0QVF1|A0QVF1_MYCS2	tr|A0QVF1|A0QVF1_MYCS2	tr|A0QVF1|A0QVF1_MYCS2 Aldehyde dehydrogenase (NAD) family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2552 PE=3 SV=1
27.4827	27.5342	27.7668	27.2603	27.3568	27.1387	26.9096	26.799	27.4303	27.1475	27.0374	26.1737	27.3545	27.2146	27.4423	26.7686	12	tr|A0QVF2|A0QVF2_MYCS2	tr|A0QVF2|A0QVF2_MYCS2	tr|A0QVF2|A0QVF2_MYCS2 Transcriptional regulator, TetR family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2553 PE=4 SV=1
22.3543	23.9195	22.7659	22.7369	24.0089	21.8619	22.5961	23.77	23.1797	23.6533	22.9653	24.2524	22.8132	21.5429	21.3819	23.5049	2	tr|A0QVF3|A0QVF3_MYCS2	tr|A0QVF3|A0QVF3_MYCS2	tr|A0QVF3|A0QVF3_MYCS2 Phosphotransferase enzyme family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2554 PE=4 SV=1
22.8559	21.6445	22.1758	22.569	23.4108	23.9168	22.6513	22.4954	23.3525	24.3941	23.1683	24.2724	23.1598	22.2212	23.9725	24.8409	1	tr|A0QVF6|A0QVF6_MYCS2	tr|A0QVF6|A0QVF6_MYCS2	tr|A0QVF6|A0QVF6_MYCS2 Transcriptional regulator, TetR family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2557 PE=4 SV=1
27.0509	27.5991	27.7347	25.792	26.7618	25.4411	26.153	27.2031	28.1402	27.807	27.47	26.6453	25.6905	26.1177	26.5493	25.7598	18	tr|A0QVG8|A0QVG8_MYCS2	tr|A0QVG8|A0QVG8_MYCS2	tr|A0QVG8|A0QVG8_MYCS2 Oxidoreductase, 2OG-Fe(II) oxygenase family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2569 PE=3 SV=1
28.2244	27.1829	28.6317	27.3601	27.1508	26.3655	27.0904	26.0937	28.7097	25.2905	25.2632	25.379	26.8994	27.591	27.5597	24.6938	10	tr|A0QVH0|A0QVH0_MYCS2	tr|A0QVH0|A0QVH0_MYCS2	tr|A0QVH0|A0QVH0_MYCS2 Cupin 2, conserved barrel OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2571 PE=4 SV=1
29.7007	29.575	29.7154	29.4781	29.8019	30.1374	30.174	30.1136	29.6357	29.6231	29.4082	30.043	29.7854	29.7774	29.9221	30.0076	29	tr|A0QVH9|A0QVH9_MYCS2	tr|A0QVH9|A0QVH9_MYCS2	tr|A0QVH9|A0QVH9_MYCS2 4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin) OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=ispG PE=3 SV=1
25.2014	25.4314	24.821	24.7282	25.8466	26.0314	25.9305	25.4015	24.5099	24.9642	23.8094	26.7036	25.415	25.264	25.095	26.3842	9	tr|A0QVI1|A0QVI1_MYCS2	tr|A0QVI1|A0QVI1_MYCS2	tr|A0QVI1|A0QVI1_MYCS2 AhpC-TSA domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2582 PE=4 SV=1
22.6767	22.2546	24.2831	22.4588	22.6924	20.9745	22.1191	22.8305	23.4232	23.8974	28.8771	24.9233	23.2987	22.5573	22.6935	23.7503	2	tr|A0QVI3|A0QVI3_MYCS2	tr|A0QVI3|A0QVI3_MYCS2	tr|A0QVI3|A0QVI3_MYCS2 Penicillin-binding protein, putative OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2584 PE=4 SV=1
25.0047	22.901	22.3705	23.8205	26.1265	26.4659	25.9702	26.0823	25.0564	25.4934	23.5285	24.44	24.3416	24.7583	25.2112	25.2305	6	tr|A0QVI4|A0QVI4_MYCS2	tr|A0QVI4|A0QVI4_MYCS2	tr|A0QVI4|A0QVI4_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2585 PE=4 SV=1
26.9395	27.0065	27.0185	27.0128	27.4304	27.8323	27.8018	27.6711	27.002	27.0663	27.017	27.1576	26.9391	27.2624	26.9403	28.0153	9	tr|A0QVI6|A0QVI6_MYCS2	tr|A0QVI6|A0QVI6_MYCS2	tr|A0QVI6|A0QVI6_MYCS2 Methionine aminopeptidase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=map PE=3 SV=1
22.1252	23.3676	21.7659	24.2418	24.4301	25.4597	24.8292	25.5078	22.842	24.0439	24.4536	25.2419	21.0877	23.077	24.9989	23.5277	2	tr|A0QVI8|A0QVI8_MYCS2	tr|A0QVI8|A0QVI8_MYCS2	tr|A0QVI8|A0QVI8_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2589 PE=4 SV=1
26.0382	26.0762	25.8116	26.2436	24.1765	23.2312	23.3411	24.4144	26.425	26.2338	26.8656	24.8663	25.6545	25.9264	25.8177	25.303	9	tr|A0QVJ0|A0QVJ0_MYCS2	tr|A0QVJ0|A0QVJ0_MYCS2	tr|A0QVJ0|A0QVJ0_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2591 PE=4 SV=1
28.3588	27.7922	27.7816	29.0604	28.5532	28.7526	28.6709	28.6431	27.8701	28.4172	27.9456	28.1375	28.8264	28.8084	28.8256	29.5826	33	tr|A0QVJ2|A0QVJ2_MYCS2	tr|A0QVJ2|A0QVJ2_MYCS2	tr|A0QVJ2|A0QVJ2_MYCS2 Gnat-family protein acetyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2593 PE=4 SV=1
27.4969	26.1878	26.1894	28.1454	27.5719	28.3955	28.3346	27.9255	27.0967	27.3182	27.3611	25.8339	27.6939	27.7289	27.5019	28.8256	23	tr|A0QVJ3|A0QVJ3_MYCS2	tr|A0QVJ3|A0QVJ3_MYCS2	tr|A0QVJ3|A0QVJ3_MYCS2 Asparagine synthase (Glutamine-hydrolyzing) OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=asnB PE=4 SV=1
26.6628	26.4888	26.6531	26.8538	26.7861	27.2869	27.1138	27.2452	27.0222	27.0252	27.056	23.9	28.9556	29.234	29.0191	28.1728	17	tr|A0QVJ4|A0QVJ4_MYCS2	tr|A0QVJ4|A0QVJ4_MYCS2	tr|A0QVJ4|A0QVJ4_MYCS2 Gamma-glutamylisopropylamide synthetase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2595 PE=3 SV=1
24.4615	23.9648	23.7603	24.4587	24.3222	24.5005	24.4795	24.1344	23.7459	24.2559	24.3277	24.4817	26.4091	26.6937	26.6216	27.5965	8	tr|A0QVJ5|A0QVJ5_MYCS2	tr|A0QVJ5|A0QVJ5_MYCS2	tr|A0QVJ5|A0QVJ5_MYCS2 Peptidase C26 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2596 PE=4 SV=1
28.0031	28.0644	27.9392	28.0782	27.989	28.1261	28.2484	28.1706	28.6607	28.625	28.556	24.7437	28.9749	29.2877	29.0159	29.2626	21	tr|A0QVJ6|A0QVJ6_MYCS2	tr|A0QVJ6|A0QVJ6_MYCS2	tr|A0QVJ6|A0QVJ6_MYCS2 Aldehyde dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2597 PE=3 SV=1
28.2023	28.0631	28.2587	28.4217	28.2934	28.4556	28.3676	28.2257	28.8017	28.6317	28.568	25.7474	29.8572	29.7892	29.5492	29.1304	15	tr|A0QVJ7|A0QVJ7_MYCS2	tr|A0QVJ7|A0QVJ7_MYCS2	tr|A0QVJ7|A0QVJ7_MYCS2 Short chain dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2598 PE=1 SV=1
22.8949	22.9107	22.6312	23.4975	22.452	22.5957	22.6683	23.9173	23.1416	23.953	23.5081	23.7136	25.7396	26.121	25.786	23.6282	7	tr|A0QVJ8|A0QVJ8_MYCS2	tr|A0QVJ8|A0QVJ8_MYCS2	tr|A0QVJ8|A0QVJ8_MYCS2 GntR-family protein transcriptional regulator OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2599 PE=4 SV=1
21.349	22.5827	22.541	23.0192	22.5915	23.8711	23.5558	23.9853	23.064	24.6961	23.1255	26.0995	22.6566	23.5791	21.7839	22.366	2	tr|A0QVK0|A0QVK0_MYCS2	tr|A0QVK0|A0QVK0_MYCS2	tr|A0QVK0|A0QVK0_MYCS2 Protocatechuate 3,4-dioxygenase, beta subunit OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=pcaH PE=4 SV=1
26.6048	26.553	26.5329	26.6566	26.5691	26.5805	26.9346	26.6026	26.7979	26.7344	23.2586	25.3333	26.7618	27.095	27.1065	26.6005	6	tr|A0QVK4|A0QVK4_MYCS2	tr|A0QVK4|A0QVK4_MYCS2	tr|A0QVK4|A0QVK4_MYCS2 Transcriptional regulator, GntR family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2605 PE=4 SV=1
23.8986	23.1884	23.9176	22.1114	25.15	21.8521	24.7557	23.3337	24.5116	22.9494	23.9039	23.8281	22.8015	23.6273	23.1292	23.1246	2	tr|A0QVK5|A0QVK5_MYCS2	tr|A0QVK5|A0QVK5_MYCS2	tr|A0QVK5|A0QVK5_MYCS2 ArsR-family protein transcriptional regulator OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2606 PE=4 SV=1
23.1262	23.3464	23.6354	23.3282	22.6165	22.5707	23.01	23.0729	22.4358	23.9814	23.6755	24.2751	22.3655	22.3621	22.4829	23.9473	1	tr|A0QVK6|A0QVK6_MYCS2	tr|A0QVK6|A0QVK6_MYCS2	tr|A0QVK6|A0QVK6_MYCS2 Cobalamin biosynthesis protein CbiM OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=cbiM PE=4 SV=1
23.0324	22.6899	24.6442	24.3265	21.7	22.3334	22.6561	23.1475	23.0244	23.4381	24.7294	23.7074	22.0459	24.321	22.6552	23.0827	1	tr|A0QVK7|A0QVK7_MYCS2	tr|A0QVK7|A0QVK7_MYCS2	tr|A0QVK7|A0QVK7_MYCS2 Cobalt transport protein CbiM OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2608 PE=4 SV=1
22.8839	23.2175	23.3105	22.0796	22.0943	23.0812	22.571	22.8974	22.7668	23.1828	24.0266	24.5884	22.6974	22.1861	22.4293	23.0823	1	tr|A0QVK9|A0QVK9_MYCS2	tr|A0QVK9|A0QVK9_MYCS2	tr|A0QVK9|A0QVK9_MYCS2 Cobalt transport protein ATP-binding subunit OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2610 PE=4 SV=1
29.8296	29.6296	29.8223	29.8697	29.7301	29.6716	29.67	29.891	29.9445	29.6675	29.4979	27.7184	30.0466	30.2796	30.1132	29.2762	40	tr|A0QVL0|A0QVL0_MYCS2	tr|A0QVL0|A0QVL0_MYCS2	tr|A0QVL0|A0QVL0_MYCS2 Pyridine nucleotide-disulphide oxidoreductase family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2611 PE=3 SV=1
24.5006	24.8078	24.7	24.6211	25.8415	26.0819	26.1378	24.9028	25.0938	25.5526	23.9496	24.4233	24.9229	25.1162	25.2417	24.869	9	tr|A0QVL1|A0QVL1_MYCS2	tr|A0QVL1|A0QVL1_MYCS2	tr|A0QVL1|A0QVL1_MYCS2 Hydrolase_4 domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2612 PE=4 SV=1
25.3144	25.6916	25.2993	25.2199	25.3826	26.2292	26.1652	25.9439	25.3978	25.1949	25.1439	25.0405	25.2544	25.4561	25.4439	24.3077	9	tr|A0QVL3|A0QVL3_MYCS2	tr|A0QVL3|A0QVL3_MYCS2	tr|A0QVL3|A0QVL3_MYCS2 ElaA protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2614 PE=4 SV=1
25.8715	25.8668	25.705	26.1006	27.5764	27.6942	27.5722	26.4881	26.3431	25.5438	25.397	25.4638	26.8114	26.8769	26.4412	26.2742	19	tr|A0QVL4|A0QVL4_MYCS2	tr|A0QVL4|A0QVL4_MYCS2	tr|A0QVL4|A0QVL4_MYCS2 Chelatase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2615 PE=4 SV=1
26.9331	26.8436	26.7336	26.8329	26.4347	27.3294	26.991	26.2995	26.4619	27.5045	26.5686	25.1258	26.0824	26.4173	26.4316	24.3251	10	tr|A0QVL5|A0QVL5_MYCS2	tr|A0QVL5|A0QVL5_MYCS2	tr|A0QVL5|A0QVL5_MYCS2 Cob(I)alamin adenosyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=cobO PE=4 SV=1
24.9246	24.9359	24.5436	25.4407	24.7736	23.5047	25.1648	25.6819	25.1293	25.3791	25.0799	24.7782	25.07	24.81	25.0962	26.0333	9	tr|A0QVL6|A0QVL6_MYCS2	tr|A0QVL6|A0QVL6_MYCS2	tr|A0QVL6|A0QVL6_MYCS2 Hydrogenobyrinate a,c-diamide synthase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=cobB PE=3 SV=1
29.7032	29.6482	29.77	29.8778	29.1806	29.3598	29.1357	29.136	29.2787	29.3243	29.3108	26.631	29.4257	29.5631	29.44	29.2294	23	tr|A0QVL7|A0QVL7_MYCS2	tr|A0QVL7|A0QVL7_MYCS2	tr|A0QVL7|A0QVL7_MYCS2 Uroporphyrin-III C-methyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=cobA PE=4 SV=1
23.4652	24.4899	23.783	22.974	25.8325	25.7936	25.8112	25.4946	22.9562	23.9569	23.7784	24.3759	23.1507	24.1691	22.3415	23.3622	6	tr|A0QVL8|A0QVL8_MYCS2	tr|A0QVL8|A0QVL8_MYCS2	tr|A0QVL8|A0QVL8_MYCS2 Efflux protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2619 PE=4 SV=1
27.0439	27.1282	27.3659	27.5074	26.8115	26.5087	26.5008	26.9964	27.6295	27.1717	27.3925	25.4665	26.9786	27.316	26.7565	27.3017	6	tr|A0QVL9|A0QVL9_MYCS2	tr|A0QVL9|A0QVL9_MYCS2	tr|A0QVL9|A0QVL9_MYCS2 Glyoxalase_6 domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2620 PE=4 SV=1
27.1624	27.4351	27.1907	26.8769	26.604	26.21	26.3408	25.7184	26.7623	26.7486	26.6047	24.9381	26.6724	26.9928	26.7473	25.8762	9	tr|A0QVM1|A0QVM1_MYCS2	tr|A0QVM1|A0QVM1_MYCS2	tr|A0QVM1|A0QVM1_MYCS2 Conserved hypothetical alanine rich protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2622 PE=4 SV=1
26.2516	25.873	26.3883	25.9389	25.5431	23.9922	24.8948	26.4537	25.7056	26.1768	25.4991	28.2598	25.8634	25.8952	25.6394	29.0752	5	tr|A0QVM2|A0QVM2_MYCS2	tr|A0QVM2|A0QVM2_MYCS2	tr|A0QVM2|A0QVM2_MYCS2 Tat (Twin-arginine translocation) pathway signal sequence domain protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2623 PE=4 SV=1
30.2523	30.1424	30.2169	30.3918	29.6906	29.4246	29.6174	30.014	30.1501	30.3649	30.1096	28.932	30.4258	30.2912	30.4603	29.2843	32	tr|A0QVM4|A0QVM4_MYCS2	tr|A0QVM4|A0QVM4_MYCS2	tr|A0QVM4|A0QVM4_MYCS2 Transcription termination/antitermination protein NusA OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=nusA PE=3 SV=1
25.0848	24.5437	25.9788	24.897	24.3409	23.4379	24.1074	24.0996	23.4141	24.3143	24.2353	23.9218	24.7069	24.9793	24.7291	26.9189	4	tr|A0QVM5|A0QVM5_MYCS2	tr|A0QVM5|A0QVM5_MYCS2	tr|A0QVM5|A0QVM5_MYCS2 DUF448 domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2626 PE=4 SV=1
30.3949	30.3483	30.4532	30.043	30.5732	30.933	30.8133	29.9952	30.3354	29.9456	29.5758	28.3687	30.3454	30.4189	30.3575	29.9028	38	tr|A0QVM7|A0QVM7_MYCS2	tr|A0QVM7|A0QVM7_MYCS2	tr|A0QVM7|A0QVM7_MYCS2 Translation initiation factor IF-2 OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=infB PE=3 SV=1
24.3504	23.8965	24.158	24.5099	26.6295	27.4768	27.587	27.2774	24.7089	25.1226	24.4857	24.6211	24.2847	24.3882	24.2883	23.1544	11	tr|A0QVM9|A0QVM9_MYCS2	tr|A0QVM9|A0QVM9_MYCS2	tr|A0QVM9|A0QVM9_MYCS2 DHH family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2630 PE=1 SV=1
25.1699	25.1361	25.2301	25.2094	24.6119	24.3513	24.2661	25.1058	25.4603	25.2814	25.0783	24.6657	25.3198	25.3774	25.4236	23.0071	6	tr|A0QVN1|A0QVN1_MYCS2	tr|A0QVN1|A0QVN1_MYCS2	tr|A0QVN1|A0QVN1_MYCS2 SAM-dependent methyltransferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2632 PE=4 SV=1
23.7368	24.1254	23.2739	21.5927	23.6335	22.9498	23.0381	22.3887	23.6076	22.9364	23.066	25.1246	23.3963	23.2894	22.9518	25.1416	2	tr|A0QVN3|A0QVN3_MYCS2	tr|A0QVN3|A0QVN3_MYCS2	tr|A0QVN3|A0QVN3_MYCS2 NMT1 domain-containing protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2634 PE=4 SV=1
29.5181	29.7146	29.6834	29.4795	29.906	29.6178	29.7986	30.0865	29.2909	28.9699	29.266	32.2536	29.5408	29.6168	29.8988	29.8843	21	tr|A0QVP0|A0QVP0_MYCS2	tr|A0QVP0|A0QVP0_MYCS2	tr|A0QVP0|A0QVP0_MYCS2 Enoyl-CoA hydratase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2641 PE=1 SV=1
22.4737	23.959	23.4543	22.4079	22.9916	22.929	22.6359	22.7257	22.9508	22.3103	24.1622	24.574	24.2798	23.398	23.0669	26.2019	3	tr|A0QVP1|A0QVP1_MYCS2	tr|A0QVP1|A0QVP1_MYCS2	tr|A0QVP1|A0QVP1_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2642 PE=4 SV=1
26.4195	26.7287	25.8648	26.7757	26.4366	27.0726	26.7797	25.0292	26.1838	26.2518	26.0963	25.3378	26.4185	26.5376	26.2655	23.8422	5	tr|A0QVP2|A0QVP2_MYCS2	tr|A0QVP2|A0QVP2_MYCS2	tr|A0QVP2|A0QVP2_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2643 PE=4 SV=1
23.5078	24.0725	22.4933	22.9187	22.5383	24.2058	22.1202	21.7594	20.7681	24.8336	23.3523	24.4031	23.2334	20.698	22.7945	23.174	6	tr|A0QVP3|A0QVP3_MYCS2	tr|A0QVP3|A0QVP3_MYCS2	tr|A0QVP3|A0QVP3_MYCS2 Putative hydrolase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2644 PE=4 SV=1
24.7906	24.3331	23.0495	24.8064	25.6582	25.7907	24.4762	26.6823	25.0877	23.9211	23.2379	25.075	25.2938	25.4218	21.8966	26.6725	4	tr|A0QVP4|A0QVP4_MYCS2	tr|A0QVP4|A0QVP4_MYCS2	tr|A0QVP4|A0QVP4_MYCS2 Uncharacterized protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2645 PE=4 SV=1
26.6672	26.6782	26.602	26.8229	26.8953	26.9158	26.8034	27.573	26.5421	26.6975	26.7358	27.3537	26.6144	27.0458	26.8148	28.6181	12	tr|A0QVP6|A0QVP6_MYCS2	tr|A0QVP6|A0QVP6_MYCS2	tr|A0QVP6|A0QVP6_MYCS2 Metallophosphoesterase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2647 PE=4 SV=1
28.5282	28.62	28.4363	28.5782	28.5794	28.2546	28.3716	27.5538	28.4273	28.526	28.6635	25.9236	28.6087	28.5473	28.5133	27.7162	12	tr|A0QVP7|A0QVP7_MYCS2	tr|A0QVP7|A0QVP7_MYCS2	tr|A0QVP7|A0QVP7_MYCS2 Sfp-type phosphopantetheinyl transferase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2648 PE=3 SV=1
28.1594	28.108	27.8555	28.0809	28.1338	27.903	28.1124	27.6703	27.9657	28.3468	28.0065	26.8474	28.1378	28.0307	28.0368	29.3679	26	tr|A0QVP8|A0QVP8_MYCS2	tr|A0QVP8|A0QVP8_MYCS2	tr|A0QVP8|A0QVP8_MYCS2 tRNA pseudouridine synthase B OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=truB PE=3 SV=1
22.8976	22.0493	22.4253	23.2973	25.1056	26.6506	26.4191	25.1493	24.8555	23.2928	24.3645	23.469	21.83	22.3989	21.5747	25.4792	8	tr|A0QVP9|A0QVP9_MYCS2	tr|A0QVP9|A0QVP9_MYCS2	tr|A0QVP9|A0QVP9_MYCS2 Acyl-CoA dehydrogenase OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2650 PE=4 SV=1
23.7881	24.1942	23.7093	22.3364	28.4806	30.3364	29.4284	28.5616	26.1613	26.4331	26.5851	24.6197	23.0308	22.9655	22.9896	24.5949	20	tr|A0QVQ0|A0QVQ0_MYCS2	tr|A0QVQ0|A0QVQ0_MYCS2	tr|A0QVQ0|A0QVQ0_MYCS2 Alkanesulfonate monooxygenase family protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2651 PE=4 SV=1
25.9116	25.6531	25.8969	24.8639	25.1229	25.4937	25.5785	25.2498	25.0641	24.7469	25.1185	24.2926	25.2628	24.8511	25.4907	26.3972	10	tr|A0QVQ1|A0QVQ1_MYCS2	tr|A0QVQ1|A0QVQ1_MYCS2	tr|A0QVQ1|A0QVQ1_MYCS2 Iron repressor protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=MSMEG_2652 PE=4 SV=1
27.2295	27.4235	27.5843	27.0482	27.5434	27.4149	27.4632	27.2298	27.6573	27.0086	27.156	24.2527	27.0818	27.3408	27.125	25.3148	15	tr|A0QVQ2|A0QVQ2_MYCS2	tr|A0QVQ2|A0QVQ2_MYCS2	tr|A0QVQ2|A0QVQ2_MYCS2 Riboflavin biosynthesis protein OS=Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) OX=246196 GN=ribF PE=3 SV=1
